Country or Area,Year,Sex,Coverage,Source,SourceID,Type,Value,Value Footnotes,,,Mean,
India,1996,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,7564.36,38,,,,
India,1996,Total men and women,Work applicants,Employment office records,# 0,Unemployed,37430,"2,8",,,,
India,1996,Men,Work applicants,Employment office records,# 0,Unemployed,29050,"2,8",,,,
India,1996,Men,Total coverage,Labour force survey,# 0,Unemployed,6428.428,38,,,,
India,1996,Women,Total coverage,Labour force survey,# 0,Unemployed,1135.932,38,,,,
India,1996,Women,Work applicants,Employment office records,# 0,Unemployed,8380,"2,8",,,,
India,1996,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,2.13,38,,,,
India,1996,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,2.43,38,,,,
India,1996,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,1.25,38,,,,
India,1995,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,7706.626,38,,,,
India,1995,Total men and women,Work applicants,Employment office records,# 0,Unemployed,36742.3,"2,8",,,,
India,1995,Men,Work applicants,Employment office records,# 0,Unemployed,28722,"2,8",,,,
India,1995,Men,Total coverage,Labour force survey,# 0,Unemployed,6156.886,38,,,,
India,1995,Women,Total coverage,Labour force survey,# 0,Unemployed,1549.74,38,,,,
India,1995,Women,Work applicants,Employment office records,# 0,Unemployed,8020,"2,8",,,,
India,1995,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,2.19,38,,,,
India,1995,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,2.38,38,,,,
India,1995,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,1.67,38,,,,
India,1994,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,12939.907,38,,,,
India,1994,Total men and women,Work applicants,Employment office records,# 0,Unemployed,36691.5,"2,8",,,,
India,1994,Men,Work applicants,Employment office records,# 0,Unemployed,28647,"2,8",,,,
India,1994,Men,Total coverage,Labour force survey,# 0,Unemployed,8933.872,38,,,,
India,1994,Women,Total coverage,Labour force survey,# 0,Unemployed,4006.035,38,,,,
India,1994,Women,Work applicants,Employment office records,# 0,Unemployed,8045,"2,8",,,,
India,1994,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,3.62,38,,,,
India,1994,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,3.53,38,,,,
India,1994,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,3.83,38,,,,
India,1993,Total men and women,Work applicants,Employment office records,# 0,Unemployed,36275.5,"2,8",,,,
India,1993,Men,Work applicants,Employment office records,# 0,Unemployed,28410,"2,8",,,,
India,1993,Women,Work applicants,Employment office records,# 0,Unemployed,7865,"2,8",,,,
India,1992,Total men and women,Work applicants,Employment office records,# 0,Unemployed,36758.4,"2,8",,,,
India,1992,Men,Work applicants,Employment office records,# 0,Unemployed,29105,"2,8",,,,
India,1992,Women,Work applicants,Employment office records,# 0,Unemployed,7653,"2,8",,,,
India,1991,Total men and women,Work applicants,Employment office records,# 0,Unemployed,36300,"2,8",,,,
India,1991,Men,Work applicants,Employment office records,# 0,Unemployed,28992,"2,8",,,,
India,1991,Women,Work applicants,Employment office records,# 0,Unemployed,7308,"2,8",,,,
India,1990,Total men and women,Work applicants,Employment office records,# 0,Unemployed,34631.8,"2,8",,,,
India,1990,Men,Work applicants,Employment office records,# 0,Unemployed,27932,"2,8",,,,
India,1990,Women,Work applicants,Employment office records,# 0,Unemployed,6700,"2,8",,,,
India,1989,Total men and women,Work applicants,Employment office records,# 0,Unemployed,32776.2,"2,8",,,,
India,1989,Men,Work applicants,Employment office records,# 0,Unemployed,26667.6,"2,8",,,,
India,1989,Women,Work applicants,Employment office records,# 0,Unemployed,6108.6,"2,8",,,,
India,1988,Total men and women,Work applicants,Employment office records,# 0,Unemployed,30050.2,"2,8,147",,,,
India,1988,Men,Work applicants,Employment office records,# 0,Unemployed,24589.7,"2,8,147",,,,
India,1988,Women,Work applicants,Employment office records,# 0,Unemployed,5460.5,"2,8,147",,,,
India,1987,Total men and women,Work applicants,Employment office records,# 0,Unemployed,30542,"2,8",,,,
India,1987,Men,Work applicants,Employment office records,# 0,Unemployed,25251,"2,8",,,,
India,1987,Women,Work applicants,Employment office records,# 0,Unemployed,5291,"2,8",,,,
India,1986,Total men and women,Work applicants,Employment office records,# 0,Unemployed,28261,"2,8",,,,
India,1986,Men,Work applicants,Employment office records,# 0,Unemployed,23476,"2,8",,,,
India,1986,Women,Work applicants,Employment office records,# 0,Unemployed,4785,"2,8",,,,
India,1985,Total men and women,Work applicants,Employment office records,# 0,Unemployed,24861,"2,8",,,,
India,1985,Men,Work applicants,Employment office records,# 0,Unemployed,20628,"2,8",,,,
India,1985,Women,Work applicants,Employment office records,# 0,Unemployed,4233,"2,8",,,,
India,1984,Total men and women,Work applicants,Employment office records,# 0,Unemployed,23034,"2,8",,,,
India,1984,Men,Work applicants,Employment office records,# 0,Unemployed,19186,"2,8",,,,
India,1984,Women,Work applicants,Employment office records,# 0,Unemployed,3848,"2,8",,,,
India,1983,Total men and women,Work applicants,Employment office records,# 0,Unemployed,20802,"2,8",,,,
India,1983,Men,Work applicants,Employment office records,# 0,Unemployed,17454,"2,8",,,,
India,1983,Women,Work applicants,Employment office records,# 0,Unemployed,3348,"2,8",,,,
India,1982,Total men and women,Work applicants,Employment office records,# 0,Unemployed,18646,"2,8",,,,
India,1982,Men,Work applicants,Employment office records,# 0,Unemployed,15722,"2,8",,,,
India,1982,Women,Work applicants,Employment office records,# 0,Unemployed,2924,"2,8",,,,
India,1981,Total men and women,Work applicants,Employment office records,# 0,Unemployed,16854,"2,8",,,,
India,1981,Men,Work applicants,Employment office records,# 0,Unemployed,14347,"2,8",,,,
India,1981,Women,Work applicants,Employment office records,# 0,Unemployed,2507,"2,8",,,,
India,1980,Total men and women,Work applicants,Employment office records,# 0,Unemployed,15317,"2,8",,,,
India,1980,Men,Work applicants,Employment office records,# 0,Unemployed,13202,"2,8",,,,
India,1980,Women,Work applicants,Employment office records,# 0,Unemployed,2115,"2,8",,,,
India,1979,Total men and women,Work applicants,Employment office records,# 0,Unemployed,13794,"2,8",,,,
India,1979,Men,Work applicants,Employment office records,# 0,Unemployed,11978,"2,8",,,,
India,1979,Women,Work applicants,Employment office records,# 0,Unemployed,1816,"2,8",,,,
India,1978,Total men and women,Work applicants,Employment office records,# 0,Unemployed,11837.303,"2,8",,,,
India,1978,Men,Work applicants,Employment office records,# 0,Unemployed,10279.297,"2,8",,,,
India,1978,Women,Work applicants,Employment office records,# 0,Unemployed,1558.006,"2,8",,,,
India,1977,Total men and women,Work applicants,Employment office records,# 0,Unemployed,10512.719,"2,8",,,,
India,1977,Men,Work applicants,Employment office records,# 0,Unemployed,9164.671,"2,8",,,,
India,1977,Women,Work applicants,Employment office records,# 0,Unemployed,1348.048,"2,8",,,,
India,1976,Total men and women,Work applicants,Employment office records,# 0,Unemployed,9563.228,"2,8",,,,
India,1976,Men,Work applicants,Employment office records,# 0,Unemployed,8381.625,"2,8",,,,
India,1976,Women,Work applicants,Employment office records,# 0,Unemployed,1181.603,"2,8",,,,
India,1975,Total men and women,Work applicants,Employment office records,# 0,Unemployed,8917.577,"2,8",,,,
India,1975,Men,Work applicants,Employment office records,# 0,Unemployed,7852.441,"2,8",,,,
India,1975,Women,Work applicants,Employment office records,# 0,Unemployed,1065.136,"2,8",,,,
India,1974,Total men and women,Work applicants,Employment office records,# 0,Unemployed,8378.276,"2,8",,,,
India,1973,Total men and women,Work applicants,Employment office records,# 0,Unemployed,7713.849,"2,8",,,,
India,1972,Total men and women,Work applicants,Employment office records,# 0,Unemployed,5927.622,"2,8",,,,
India,1971,Total men and women,Work applicants,Employment office records,# 0,Unemployed,4602.31,"2,8",,,,
India,1970,Total men and women,Work applicants,Employment office records,# 0,Unemployed,3725.66,"2,8",,,,
India,1969,Total men and women,Work applicants,Employment office records,# 0,Unemployed,3203.889,"2,8",,,,
Indonesia,2008,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,9394.515,"1,148",,,,
Indonesia,2008,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3638.549,"1,148",,,,
Indonesia,2008,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,5755.966,"1,148",,,,
Indonesia,2008,Men,Total coverage,Labour force survey,# 0,First job seekers,3114.653,"1,148",,,,
Indonesia,2008,Men,Total coverage,Labour force survey,# 0,Previously employed,2130.406,"1,148",,,,
Indonesia,2008,Men,Total coverage,Labour force survey,# 0,Unemployed,5245.059,"1,148",,,,
Indonesia,2008,Women,Total coverage,Labour force survey,# 0,Unemployed,4149.456,"1,148",,,,
Indonesia,2008,Women,Total coverage,Labour force survey,# 0,Previously employed,1508.143,"1,148",,,,
Indonesia,2008,Women,Total coverage,Labour force survey,# 0,First job seekers,2641.313,"1,148",,,,
Indonesia,2008,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,8.39,"1,148",,,,
Indonesia,2008,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,7.59,"1,148",,,,
Indonesia,2008,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,9.69,"1,148",,,,
Indonesia,2007,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,10011.142,"1,148",,,,
Indonesia,2007,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3610.914,"1,148",,,,
Indonesia,2007,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,6400.228,"1,148",,,,
Indonesia,2007,Men,Total coverage,Labour force survey,# 0,First job seekers,3352.674,"1,148",,,,
Indonesia,2007,Men,Total coverage,Labour force survey,# 0,Previously employed,2219.275,"1,148",,,,
Indonesia,2007,Men,Total coverage,Labour force survey,# 0,Unemployed,5571.949,"1,148",,,,
Indonesia,2007,Women,Total coverage,Labour force survey,# 0,Unemployed,4439.193,"1,148",,,,
Indonesia,2007,Women,Total coverage,Labour force survey,# 0,Previously employed,1391.639,"1,148",,,,
Indonesia,2007,Women,Total coverage,Labour force survey,# 0,First job seekers,3047.554,"1,148",,,,
Indonesia,2007,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,9.11,"1,148",,,,
Indonesia,2007,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,8.11,"1,148",,,,
Indonesia,2007,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.77,"1,148",,,,
Indonesia,2006,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,10932,"1,148",,,,
Indonesia,2006,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,7592.489,"1,148",,,,
Indonesia,2006,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3339.511,"1,148",,,,
Indonesia,2006,Men,Total coverage,Labour force survey,# 0,Previously employed,1927.001,"1,148",,,,
Indonesia,2006,Men,Total coverage,Labour force survey,# 0,First job seekers,3845.601,"1,148",,,,
Indonesia,2006,Men,Total coverage,Labour force survey,# 0,Unemployed,5772.602,"1,148",,,,
Indonesia,2006,Women,Total coverage,Labour force survey,# 0,Unemployed,5159.398,"1,148",,,,
Indonesia,2006,Women,Total coverage,Labour force survey,# 0,First job seekers,3746.888,"1,148",,,,
Indonesia,2006,Women,Total coverage,Labour force survey,# 0,Previously employed,1412.51,"1,148",,,,
Indonesia,2006,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,10.28,"1,148",,,,
Indonesia,2006,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,8.52,"1,148",,,,
Indonesia,2006,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,13.35,"1,148",,,,
Indonesia,2005,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,11899.266,"1,51,148",,,,
Indonesia,2005,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3606.729,"1,51,148",,,,
Indonesia,2005,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,8292.537,"1,51,148",,,,
Indonesia,2005,Men,Total coverage,Labour force survey,# 0,First job seekers,4157.611,"1,51,148",,,,
Indonesia,2005,Men,Total coverage,Labour force survey,# 0,Previously employed,2134.822,"1,51,148",,,,
Indonesia,2005,Men,Total coverage,Labour force survey,# 0,Unemployed,6292.433,"1,51,148",,,,
Indonesia,2005,Women,Total coverage,Labour force survey,# 0,Unemployed,5606.833,"1,51,148",,,,
Indonesia,2005,Women,Total coverage,Labour force survey,# 0,Previously employed,1471.907,"1,51,148",,,,
Indonesia,2005,Women,Total coverage,Labour force survey,# 0,First job seekers,4134.926,"1,51,148",,,,
Indonesia,2005,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,11.24,"1,51,148",,,,
Indonesia,2005,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,9.29,"1,51,148",,,,
Indonesia,2005,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,14.71,"1,51,148",,,,
Indonesia,2004,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,10251.351,"1,148",,,,
Indonesia,2004,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,7125.8,"1,148",,,,
Indonesia,2004,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3125.4,"1,148",,,,
Indonesia,2004,Men,Total coverage,Labour force survey,# 0,Previously employed,1887.3,"1,148",,,,
Indonesia,2004,Men,Total coverage,Labour force survey,# 0,First job seekers,3458.2,"1,148",,,,
Indonesia,2004,Men,Total coverage,Labour force survey,# 0,Unemployed,5345.653,"1,148",,,,
Indonesia,2004,Women,Total coverage,Labour force survey,# 0,Unemployed,4905.698,"1,148",,,,
Indonesia,2004,Women,Total coverage,Labour force survey,# 0,First job seekers,3667.6,"1,148",,,,
Indonesia,2004,Women,Total coverage,Labour force survey,# 0,Previously employed,1238,"1,148",,,,
Indonesia,2004,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,9.86,"1,148",,,,
Indonesia,2004,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,8.11,"1,148",,,,
Indonesia,2004,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,12.89,"1,148",,,,
Indonesia,2003,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,9939.301,"1,148",,,,
Indonesia,2003,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,2685.1,"1,148",,,,
Indonesia,2003,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,6845.9,"1,148",,,,
Indonesia,2003,Men,Total coverage,Labour force survey,# 0,First job seekers,3300.7,"1,148",,,,
Indonesia,2003,Men,Total coverage,Labour force survey,# 0,Previously employed,1627.5,"1,148",,,,
Indonesia,2003,Men,Total coverage,Labour force survey,# 0,Unemployed,5100.052,"1,148",,,,
Indonesia,2003,Women,Total coverage,Labour force survey,# 0,Unemployed,4839.249,"1,148",,,,
Indonesia,2003,Women,Total coverage,Labour force survey,# 0,Previously employed,1057.6,"1,148",,,,
Indonesia,2003,Women,Total coverage,Labour force survey,# 0,First job seekers,3545.2,"1,148",,,,
Indonesia,2003,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,9.67,"1,148",,,,
Indonesia,2003,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,7.89,"1,148",,,,
Indonesia,2003,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,12.68,"1,148",,,,
Indonesia,2002,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,9132.104,"1,148",,,,
Indonesia,2002,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,5444.797,"1,148",,,,
Indonesia,2002,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3687.307,"1,148",,,,
Indonesia,2002,Men,Total coverage,Labour force survey,# 0,Previously employed,1846.072,"1,148",,,,
Indonesia,2002,Men,Total coverage,Labour force survey,# 0,First job seekers,2881.711,"1,148",,,,
Indonesia,2002,Men,Total coverage,Labour force survey,# 0,Unemployed,4727.783,"1,148",,,,
Indonesia,2002,Women,Total coverage,Labour force survey,# 0,Unemployed,4404.321,"1,148",,,,
Indonesia,2002,Women,Total coverage,Labour force survey,# 0,First job seekers,2563.086,"1,148",,,,
Indonesia,2002,Women,Total coverage,Labour force survey,# 0,Previously employed,1841.235,"1,148",,,,
Indonesia,2002,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,9.06,"1,148",,,,
Indonesia,2002,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,7.47,"1,148",,,,
Indonesia,2002,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,11.75,"1,148",,,,
Indonesia,2001,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,8005.031,"1,148",,,,
Indonesia,2001,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,2604.967,"1,148",,,,
Indonesia,2001,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,5400.064,"1,148",,,,
Indonesia,2001,Men,Total coverage,Labour force survey,# 0,First job seekers,2558.498,"1,148",,,,
Indonesia,2001,Men,Total coverage,Labour force survey,# 0,Previously employed,1473.937,"1,148",,,,
Indonesia,2001,Men,Total coverage,Labour force survey,# 0,Unemployed,4032.435,"1,148",,,,
Indonesia,2001,Women,Total coverage,Labour force survey,# 0,Unemployed,3972.596,"1,148",,,,
Indonesia,2001,Women,Total coverage,Labour force survey,# 0,Previously employed,1131.03,"1,148",,,,
Indonesia,2001,Women,Total coverage,Labour force survey,# 0,First job seekers,2841.566,"1,148",,,,
Indonesia,2001,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,8.1,"1,148",,,,
Indonesia,2001,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,6.59,"1,148",,,,
Indonesia,2001,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.55,"1,148",,,,
Indonesia,2000,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,5813.231,"1,148",,,,
Indonesia,2000,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,4117.088,"1,148",,,,
Indonesia,2000,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,1696.143,"1,148",,,,
Indonesia,2000,Men,Total coverage,Labour force survey,# 0,Previously employed,1062.772,"1,148",,,,
Indonesia,2000,Men,Total coverage,Labour force survey,# 0,First job seekers,2277.887,"1,148",,,,
Indonesia,2000,Men,Total coverage,Labour force survey,# 0,Unemployed,3340.659,"1,148",,,,
Indonesia,2000,Women,Total coverage,Labour force survey,# 0,Unemployed,2472.572,"1,148",,,,
Indonesia,2000,Women,Total coverage,Labour force survey,# 0,First job seekers,1839.201,"1,148",,,,
Indonesia,2000,Women,Total coverage,Labour force survey,# 0,Previously employed,633.371,"1,148",,,,
Indonesia,2000,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,6.08,"1,148",,,,
Indonesia,2000,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,5.68,"1,148",,,,
Indonesia,2000,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,6.71,"1,148",,,,
Indonesia,1999,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,6030.319,"1,148",,,,
Indonesia,1999,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,1191.75,1,,,,
Indonesia,1999,Men,Total coverage,Labour force survey,# 0,Unemployed,3524.195,"1,148",,,,
Indonesia,1999,Women,Total coverage,Labour force survey,# 0,Unemployed,2506.124,"1,148",,,,
Indonesia,1999,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,6.36,"1,148",,,,
Indonesia,1999,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,6.03,"1,148",,,,
Indonesia,1999,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,6.88,"1,148",,,,
Indonesia,1998,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,5062.5,"1,148",,,,
Indonesia,1998,Men,Total coverage,Labour force survey,# 0,Unemployed,2862.2,"1,148",,,,
Indonesia,1998,Women,Total coverage,Labour force survey,# 0,Unemployed,2200.3,"1,148",,,,
Indonesia,1998,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,5.5,"1,148",,,,
Indonesia,1998,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,5.042,"1,148",,,,
Indonesia,1998,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,6.116,"1,148",,,,
Indonesia,1997,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,4197.306,"1,148",,,,
Indonesia,1997,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,1542.165,1,,,,
Indonesia,1997,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,4.68,"1,148",,,,
Indonesia,1996,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,4286.634,"1,148",,,,
Indonesia,1996,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,1041.777,1,,,,
Indonesia,1996,Men,Total coverage,Labour force survey,# 0,Unemployed,1851.797,"1,148",,,,
Indonesia,1996,Women,Total coverage,Labour force survey,# 0,Unemployed,2434.837,"1,148",,,,
Indonesia,1996,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,4,"1,148",,,,
Indonesia,1996,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,3.3,"1,148",,,,
Indonesia,1996,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,5.1,"1,148",,,,
Indonesia,1995,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,953.165,1,,,,
Indonesia,1994,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,1198.281,1,,,,
Indonesia,1993,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,754.058,1,,,,
Indonesia,1992,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,814.926,1,,,,
Indonesia,1992,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,557.9,"1,148",,,,
Indonesia,1992,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,1640.8,"1,148",,,,
Indonesia,1992,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,2198.8,"1,148",,,,
Indonesia,1992,Men,Total coverage,Labour force survey,# 0,Unemployed,1292.1,"1,148",,,,
Indonesia,1992,Men,Total coverage,Labour force survey,# 0,First job seekers,923.6,"1,148",,,,
Indonesia,1992,Men,Total coverage,Labour force survey,# 0,Previously employed,368.5,"1,148",,,,
Indonesia,1992,Women,Total coverage,Labour force survey,# 0,Previously employed,189.4,"1,148",,,,
Indonesia,1992,Women,Total coverage,Labour force survey,# 0,First job seekers,717.2,"1,148",,,,
Indonesia,1992,Women,Total coverage,Labour force survey,# 0,Unemployed,906.7,"1,148",,,,
Indonesia,1991,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,2032.4,"1,148",,,,
Indonesia,1991,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,1557.7,"1,148",,,,
Indonesia,1991,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,474.7,"1,148",,,,
Indonesia,1991,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,782.909,1,,,,
Indonesia,1991,Total men and women,Work applicants,Employment office records,# 0,Unemployed,1042.32,149,,,,
Indonesia,1991,Men,Total coverage,Labour force survey,# 0,Previously employed,310.6,"1,148",,,,
Indonesia,1991,Men,Total coverage,Labour force survey,# 0,First job seekers,836.7,"1,148",,,,
Indonesia,1991,Men,Total coverage,Labour force survey,# 0,Unemployed,1147.3,"1,148",,,,
Indonesia,1991,Women,Total coverage,Labour force survey,# 0,Unemployed,885.1,"1,148",,,,
Indonesia,1991,Women,Total coverage,Labour force survey,# 0,First job seekers,721,"1,148",,,,
Indonesia,1991,Women,Total coverage,Labour force survey,# 0,Previously employed,164.1,"1,148",,,,
Indonesia,1990,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,471,"1,148",,,,
Indonesia,1990,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,1480.6,"1,148",,,,
Indonesia,1990,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,861.98,1,,,,
Indonesia,1990,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,1951.6,"1,148",,,,
Indonesia,1990,Total men and women,Work applicants,Employment office records,# 0,Unemployed,1238.717,149,,,,
Indonesia,1990,Men,Work applicants,Employment office records,# 0,Unemployed,735.862,149,,,,
Indonesia,1990,Men,Total coverage,Labour force survey,# 0,Unemployed,1155.2,"1,148",,,,
Indonesia,1990,Men,Total coverage,Labour force survey,# 0,First job seekers,839.9,"1,148",,,,
Indonesia,1990,Men,Total coverage,Labour force survey,# 0,Previously employed,315.3,"1,148",,,,
Indonesia,1990,Women,Total coverage,Labour force survey,# 0,Previously employed,155.7,"1,148",,,,
Indonesia,1990,Women,Total coverage,Labour force survey,# 0,First job seekers,640.7,"1,148",,,,
Indonesia,1990,Women,Total coverage,Labour force survey,# 0,Unemployed,796.4,"1,148",,,,
Indonesia,1990,Women,Work applicants,Employment office records,# 0,Unemployed,502.855,149,,,,
Indonesia,1989,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,2083.2,"1,148",,,,
Indonesia,1989,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,1597.1,"1,148",,,,
Indonesia,1989,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,486.1,"1,148",,,,
Indonesia,1989,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,1214.149,1,,,,
Indonesia,1989,Total men and women,Work applicants,Employment office records,# 0,Unemployed,1518.53,149,,,,
Indonesia,1989,Men,Work applicants,Employment office records,# 0,Unemployed,991.689,149,,,,
Indonesia,1989,Men,Total coverage,Labour force survey,# 0,Previously employed,342.2,"1,148",,,,
Indonesia,1989,Men,Total coverage,Labour force survey,# 0,First job seekers,908.9,"1,148",,,,
Indonesia,1989,Men,Total coverage,Labour force survey,# 0,Unemployed,1251.1,"1,148",,,,
Indonesia,1989,Women,Total coverage,Labour force survey,# 0,Unemployed,832.1,"1,148",,,,
Indonesia,1989,Women,Total coverage,Labour force survey,# 0,First job seekers,688.1,"1,148",,,,
Indonesia,1989,Women,Total coverage,Labour force survey,# 0,Previously employed,143.9,"1,148",,,,
Indonesia,1989,Women,Work applicants,Employment office records,# 0,Unemployed,526.845,149,,,,
Indonesia,1988,Total men and women,Work applicants,Employment office records,# 0,Unemployed,1352.439,149,,,,
Indonesia,1988,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,961.801,1,,,,
Indonesia,1988,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,439.73,"1,148",,,,
Indonesia,1988,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,1666.072,"1,148",,,,
Indonesia,1988,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,2105.8,"1,148",,,,
Indonesia,1988,Men,Total coverage,Labour force survey,# 0,Unemployed,1268.8,"1,148",,,,
Indonesia,1988,Men,Total coverage,Labour force survey,# 0,First job seekers,957.41,"1,148",,,,
Indonesia,1988,Men,Total coverage,Labour force survey,# 0,Previously employed,304.82,"1,148",,,,
Indonesia,1988,Men,Work applicants,Employment office records,# 0,Unemployed,900.817,149,,,,
Indonesia,1988,Women,Work applicants,Employment office records,# 0,Unemployed,451.622,149,,,,
Indonesia,1988,Women,Total coverage,Labour force survey,# 0,Previously employed,134.91,"1,148",,,,
Indonesia,1988,Women,Total coverage,Labour force survey,# 0,First job seekers,701.66,"1,148",,,,
Indonesia,1988,Women,Total coverage,Labour force survey,# 0,Unemployed,837,"1,148",,,,
Indonesia,1987,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,1842.87,"1,148",,,,
Indonesia,1987,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,1389.735,"1,148",,,,
Indonesia,1987,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,453.135,"1,148",,,,
Indonesia,1987,Total men and women,Work applicants,Employment office records,# 0,Unemployed,1017.209,149,,,,
Indonesia,1987,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,985.242,1,,,,
